/Users/MacRic/Desktop/finding-lanes/Simulator/Data/IMG/center_2019_03_31_07_56_06_059.jpg, /Users/MacRic/Desktop/finding-lanes/Simulator/Data/IMG/left_2019_03_31_07_56_06_059.jpg, /Users/MacRic/Desktop/finding-lanes/Simulator/Data/IMG/right_2019_03_31_07_56_06_059.jpg, 0, 0, 0, 7.818256E-05
/Users/MacRic/Desktop/finding-lanes/Simulator/Data/IMG/center_2019_03_31_07_56_06_190.jpg, /Users/MacRic/Desktop/finding-lanes/Simulator/Data/IMG/left_2019_03_31_07_56_06_190.jpg, /Users/MacRic/Desktop/finding-lanes/Simulator/Data/IMG/right_2019_03_31_07_56_06_190.jpg, 0, 0, 0, 8.238333E-05
/Users/MacRic/Desktop/finding-lanes/Simulator/Data/IMG/center_2019_03_31_07_56_06_296.jpg, /Users/MacRic/Desktop/finding-lanes/Simulator/Data/IMG/left_2019_03_31_07_56_06_296.jpg, /Users/MacRic/Desktop/finding-lanes/Simulator/Data/IMG/right_2019_03_31_07_56_06_296.jpg, 0, 0, 0, 7.852707E-05
/Users/MacRic/Desktop/finding-lanes/Simulator/Data/IMG/center_2019_03_31_07_56_06_401.jpg, /Users/MacRic/Desktop/finding-lanes/Simulator/Data/IMG/left_2019_03_31_07_56_06_401.jpg, /Users/MacRic/Desktop/finding-lanes/Simulator/Data/IMG/right_2019_03_31_07_56_06_401.jpg, 0, 0, 0, 7.84541E-05
/Users/MacRic/Desktop/finding-lanes/Simulator/Data/IMG/center_2019_03_31_07_56_06_506.jpg, /Users/MacRic/Desktop/finding-lanes/Simulator/Data/IMG/left_2019_03_31_07_56_06_506.jpg, /Users/MacRic/Desktop/finding-lanes/Simulator/Data/IMG/right_2019_03_31_07_56_06_506.jpg, 0, 0, 0, 7.835055E-05
/Users/MacRic/Desktop/finding-lanes/Simulator/Data/IMG/center_2019_03_31_07_56_06_614.jpg, /Users/MacRic/Desktop/finding-lanes/Simulator/Data/IMG/left_2019_03_31_07_56_06_614.jpg, /Users/MacRic/Desktop/finding-lanes/Simulator/Data/IMG/right_2019_03_31_07_56_06_614.jpg, 0, 0, 0, 7.800342E-05
/Users/MacRic/Desktop/finding-lanes/Simulator/Data/IMG/center_2019_03_31_07_56_06_739.jpg, /Users/MacRic/Desktop/finding-lanes/Simulator/Data/IMG/left_2019_03_31_07_56_06_739.jpg, /Users/MacRic/Desktop/finding-lanes/Simulator/Data/IMG/right_2019_03_31_07_56_06_739.jpg, 0, 0, 0, 8.395427E-05
/Users/MacRic/Desktop/finding-lanes/Simulator/Data/IMG/center_2019_03_31_07_56_06_872.jpg, /Users/MacRic/Desktop/finding-lanes/Simulator/Data/IMG/left_2019_03_31_07_56_06_872.jpg, /Users/MacRic/Desktop/finding-lanes/Simulator/Data/IMG/right_2019_03_31_07_56_06_872.jpg, 0, 0, 0, 7.977695E-05
/Users/MacRic/Desktop/finding-lanes/Simulator/Data/IMG/center_2019_03_31_07_56_07_005.jpg, /Users/MacRic/Desktop/finding-lanes/Simulator/Data/IMG/left_2019_03_31_07_56_07_005.jpg, /Users/MacRic/Desktop/finding-lanes/Simulator/Data/IMG/right_2019_03_31_07_56_07_005.jpg, 0, 0, 0, 7.835597E-05
/Users/MacRic/Desktop/finding-lanes/Simulator/Data/IMG/center_2019_03_31_07_56_07_107.jpg, /Users/MacRic/Desktop/finding-lanes/Simulator/Data/IMG/left_2019_03_31_07_56_07_107.jpg, /Users/MacRic/Desktop/finding-lanes/Simulator/Data/IMG/right_2019_03_31_07_56_07_107.jpg, 0, 0, 0, 7.851074E-05
